21259,21272.5,13.5,21222.25,21386.25,164,18984.75,18997.5,12.75,18947.25,19094.75,147.5,20039,20052,13,20001.75,20166,164.25,19237.75,19251.5,13.75,19217.25,19348.25,131,18954,18967.25,13.25,18916.5,19081,164.5,18508.25,18522,13.75,18471.25,18635.75,164.5
21625.75,21639,13.25,21605.75,21753,147.25,NA,NA,NA,19297.25,19444.75,147.5,20405.75,20418.75,13,20368.5,20549.25,180.75,19587.75,19601.5,13.75,19550.5,19715,164.5,19304,19317.25,13.25,19283.5,19431.25,147.75,18875,18888.75,13.75,18838,18985.75,147.75
21992.75,22006,13.25,21972.5,22119.75,147.25,19668,19681,13,19647.5,19794.75,147.25,20772.5,20802.5,30,20752,20916,164,19938,19951.5,13.5,19900.75,20048.5,147.75,19671,19684,13,19633.5,19798,164.5,19225,19238.75,13.75,19188.25,19352.5,164.25
22359.5,22372.75,13.25,22339.25,22486.5,147.25,20034.75,20047.75,13,19997.5,20145,147.5,21156,21169,13,21118.75,21282.75,164,20288,20301.75,13.75,20250.75,20398.5,147.75,20021.25,20050.75,29.5,20000.5,20148,147.5,19575,19588.75,13.75,19538.25,19702.5,164.25
22726.25,22756.25,30,22706,22853.25,147.25,20385,20397.75,12.75,20347.75,20495,147.25,21523,21535.75,12.75,21485.5,21649.5,164,20638,20651.75,13.75,20600.75,20748.5,147.75,20388.25,20400.75,12.5,20367.25,20514.75,147.5,19925.25,19939,13.75,19888.25,20052.75,164.5
23109.75,23122.75,13,23073,23236.75,163.75,20751.75,20764.5,12.75,20714.5,20845,130.5,21889.75,21919.25,29.5,21852.25,22033,180.75,20988.25,21001.75,13.5,20950.75,21098.75,148,20738.25,20767.5,29.25,20717.5,20864.75,147.25,20275.5,20289,13.5,20238.25,20386,147.75
23476.5,23489.5,13,23456,23603.5,147.5,21102,21114.75,12.75,21064.25,21228.5,164.25,22256.25,22286,29.75,22235.75,22399.75,164,21338.25,21352,13.75,21317.75,21448.75,131,21104.75,21117.5,12.75,21084.25,21231.5,147.25,20625.5,20639.25,13.75,20588.25,20736.25,148
23843.25,23873.25,30,23823,23970.25,147.25,21452,21464.75,12.75,21414.5,21562,147.5,22639.75,22652.75,13,22602.5,22766.5,164,21705,21718.75,13.75,21667.75,21815.5,147.75,21471.5,21484.25,12.75,21434.5,21581.5,147,20975.5,20989.25,13.75,20938.5,21103,164.5
24226.75,24239.75,13,24189.75,24353.5,163.75,21802,21815,13,21764.5,21912.25,147.75,23006.5,23036.25,29.75,22969.25,23150,180.75,22055,22068.75,13.75,22018,22165.75,147.75,21821.5,21834.25,12.75,21801.5,21948.25,146.75,21325.5,21339.5,14,21288.5,21453,164.5
24593.5,24606.5,13,24573.25,24720.5,147.25,22135.5,22148.25,12.75,22097.75,22245.5,147.75,23373.25,23403,29.75,23352.75,23516.75,164,22405.25,22418.75,13.5,22368,22515.75,147.75,22188,22201,13,22151.5,22315,163.5,21675.5,21689.5,14,21638.75,21786.5,147.75
